username,user id,access hash,group,group id,status
,1005399075,5204056945013664147,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 11:11:17+00:00
waitfrank,690895508,-3302928478322577989,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,6957548121,6519308237127300971,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 09:33:09+00:00
mirko_m,135124622,-5193190455294393543,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
SimoGPA,781565636,5171380186136859274,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
evertonblues,1422502411,-3055862722100392460,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,6417763607,-3109999714866489069,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
,6833648950,193186163987335433,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-04-29 09:51:20+00:00
bocaxbiblew,919091829,4417049818083522370,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
ilchiccorico,332183790,8400550237915333526,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-27 22:37:45+00:00
lIIlIIlIllIlIIlhtyy,98884163,-2322490368630382178,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Static3l,5880915508,-5104534349991895566,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
huylee6578,6836926473,7074772575795456039,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-03 19:25:49+00:00
,1886325471,3146926350373254784,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Kkkonfuz,476268139,479117778362998916,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-09 11:56:20+00:00
dnlgrl,45915294,4498407167483436260,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
shotinthedark28,958643184,8636474454810464595,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastWeek
,5661894122,-3558155658946530399,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 13:06:45+00:00
Omeima99,1045055165,-4333903944316547145,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
Pinoskin22,866290091,-1072376516234392939,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:41:44+00:00
,5853724578,438243261112318823,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-28 15:45:00+00:00
,6607373671,-6610191259325024873,🇮🇹 Programmazione e 🤬 😀,1334105510,2023-11-21 17:54:00+00:00
Egytor,607644829,4600206827285706299,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-22 19:07:20+00:00
bervef,310008182,2894359203153928594,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-22 21:12:01+00:00
Jacopo1891,10143587,-6568271581988101682,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Ah2joS3znbvT,6472871808,2087797623374336851,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusOnline
,5370229480,-1967288989295477252,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:47:10+00:00
Luca464,445462494,-2353803174311415178,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
XgLadiator90,5753367972,-4439380346608294934,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 11:27:03+00:00
vincidan39,913101288,-8839690647288400142,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
rmascetti,675235568,2221699429027878427,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Ferlosser,652518143,3337427649015525140,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastWeek
fr4d1s,939355405,-2681480930657713605,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
FrancescoFichera,430738210,-4644887578009125385,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
beab15,201477129,9010615852159563935,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,5199714463,2109583011322219510,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
,1439971414,-4879614543667139294,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
mrc4k3,1209872454,-7710295138203872352,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
GnuYessMan,426620398,3294545483372541407,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
lydia_eklou,1484356606,-3150335966788247678,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Thejailbreaker,188559346,-7155085742191324672,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-28 06:51:14+00:00
AlexKouadio,6118631771,6314766063943071129,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-28 15:16:43+00:00
,1726217243,9069290704433260922,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
fifasbuffo,5610271324,613141819377605350,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 15:37:58+00:00
lagepi,1914214812,1601012641073379370,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
panafede,451649689,-5506102660462276325,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
amdir95,127700629,3055409563337834917,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 10:03:42+00:00
pastoreCarmine,162467201,-7451298532507456876,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
arl8991,971893605,3496151208105643205,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-29 17:51:18+00:00
cammiill,537645855,-4377345926414735166,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Mr_Hodlerr,125474080,8657251721849963692,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Nicolasvedels,5531815877,-5177037743433400566,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-03-10 00:28:39+00:00
sasaplay2212,908861597,6872543259012795026,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
marioschiava02,873163692,7173735236604279172,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:36:44+00:00
gabbo2607,1062931410,-5664287737610983626,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 09:23:03+00:00
Due_jack,1792168653,3556450634952395407,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-23 12:48:07+00:00
pepposssss,517021063,4976203943872665841,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-27 23:25:28+00:00
,5732707938,4797677302545551910,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-02-04 07:39:30+00:00
zewan22,5031358969,-2482000378682875342,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
DDaniel9,41329573,8904892613944324738,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Nicolequed,1956514533,-5883481732196107604,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-26 13:34:31+00:00
Serignepower23,569873368,-7315683838773817744,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 00:13:38+00:00
Metriotita,1060985067,-4099613847835446788,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:25:27+00:00
Vincenzo22082006,677717703,4454650435656386546,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
haobakeyixing,824380552,3169933437849287661,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Lukasss93,10081232,-6359251677617024926,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,1293032445,-8930947469921513808,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Blackark_TheKirinTavern,807527602,-3423610179638565408,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 22:41:46+00:00
DevilDA83,458971703,-1959065774142897760,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 13:17:44+00:00
zed_III,2140134307,-8547793987020020870,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
DRAGOTIA,855390047,3866025664788861503,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:56:23+00:00
torzi_gz,1373874819,-3214366591506320473,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Dar77io,533382521,-109879217233975252,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
TiaOtto,1672711708,6508909073774090000,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:11:17+00:00
acsramos,652211938,1950405503497675163,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-02-25 18:09:01+00:00
AgcCoffinRing,860747238,3697674211236850487,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-28 16:20:01+00:00
Teocoles,407763646,-5915217005514427538,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastWeek
Wh1te_Eagle,544480087,-7152433224571747557,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 03:02:34+00:00
dnfbnsks,5947958029,5879082247096191501,🇮🇹 Programmazione e 🤬 😀,1334105510,2023-10-18 18:12:26+00:00
mr_qwenty,493214587,660490486489108700,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
QWERTY88hh,85067396,8756864798446990726,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:56:53+00:00
,5202134378,6530938883802205412,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-05-15 20:16:24+00:00
lookup1289,1701898168,4599191993614172851,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:17:22+00:00
FrahPan,757342873,7168721748968214631,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Luciodc1978,5855936271,-4384494542943753937,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 05:28:16+00:00
,5036665062,5403532318743319387,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Schiavizzato,163498627,-9112601658232900001,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,5700683889,-2130226676776718244,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-10 11:34:14+00:00
toreddu91,533987734,1045356667640941311,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
sa76rs,799993373,-6481128712462350760,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Antonio12354,68881709,-3658153365058650979,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-24 14:31:36+00:00
DirectorSaraD,993589846,-5027834713075163178,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,12852790,-6796258796600684287,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Rush3107,1256304246,-6792751895938100456,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-29 18:22:36+00:00
alghilani89,1244456028,-3904482615494511110,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 11:04:09+00:00
jackboy5,1107229874,4329831585409727485,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-05-24 20:01:12+00:00
cisciarp,1292926549,5658018232491624305,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-15 22:53:36+00:00
,5532880180,6780556019885825047,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-06-27 18:55:19+00:00
teodegiu,675032409,-4796075033084491757,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Ilary_grim,98852182,-3322874839255611517,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastWeek
mvilla76,1442972568,3926174454222396276,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-04-30 20:22:06+00:00
Francescocalculli,128300880,-4337340642778355743,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 06:24:01+00:00
ale4456,1474072868,5564531244852176560,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 11:59:25+00:00
francesco099,692939495,4203360671254413294,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Leopard_2k21,2090740655,2384045793617748798,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
Frank18y,1941876250,5047031195706490230,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 18:30:09+00:00
L0o195,340796291,-5986610390883429992,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-18 11:13:29+00:00
IndritGjonaj,413225153,8927368014457672421,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-28 07:37:36+00:00
midharduk,5647460694,3732251027260473025,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-16 16:07:08+00:00
Diego0606,154988718,5738467317908725647,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
kukutx,1335819668,-5861283465553053686,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-29 22:46:11+00:00
mattiatelegram,19272454,-3626946846279121590,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
prismk95,1084014663,9133031936031891901,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Leo_0821,540601901,-6111866056190436728,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-29 10:49:36+00:00
gabriy93,5423342672,6832537703344227179,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
,1436418529,-2269371428601553309,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Agostino_15,654406209,-198236658855352368,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 23:26:25+00:00
EmaB04,892973214,-86513604164199477,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,398771253,3997408700905465818,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
RaffaeleDoti,362695069,6974567576065220620,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-12 12:46:56+00:00
stocazzo23468844,5098734094,-6608468363973688883,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastWeek
,1083211070,1283035308479206769,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
Biverr,1028117835,-1375526880804300332,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
MRS_SMMA,880430753,5903834683069118819,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
mertn27,1894469692,-370907831232490205,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
silenzio_imperfetto,268782647,506598067941700548,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Ilpiattodelgiornodi,1068740333,-4750811914210433586,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-02-18 10:51:46+00:00
fraquito7,820926346,9070861536439492271,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-29 17:12:58+00:00
Simo_1234567,149338005,6046304645937060944,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 11:49:29+00:00
m_maaatt,429592202,486108538108567276,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,738614346,6043186147300916244,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:57:42+00:00
views_seller,2090754282,2819285873610042832,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-29 12:07:14+00:00
nicolab67,902625537,8145118437554685085,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
SlyHorus,300180963,-6884931443968450440,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
d3lp_9,439023237,6279436208245589967,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,191044063,1146619432363376114,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 09:59:34+00:00
Stimmyreal,1797828168,-8975486897641844058,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 06:05:54+00:00
,273957220,3425146254422135676,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
arturoaddesso,1045162665,5992420294742194469,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 01:34:47+00:00
Vegetax87,1017468041,2648315550863766000,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
nonsonofotogenico,347597909,-8360105854079493235,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
andreajuve16,934903982,-2236896093468501701,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 13:18:11+00:00
,5101477742,7747040052103758377,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-12 21:21:17+00:00
andrearanica,661616228,6566859643301099060,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-16 08:39:56+00:00
franknov,288136591,1402961151340039740,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 11:54:20+00:00
DianaBerna,80670283,6720906133026068541,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
biaaaaa23,276226471,6089693678685688138,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
emanuelegallerani,482996523,8148840937426379293,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-05 08:03:33+00:00
encaussee,769217078,5935115162683808240,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
MsLory,1435388861,441362052849132070,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-26 14:13:22+00:00
I_Am_Matte,144234714,-8472341131669805966,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-27 08:42:33+00:00
nullaaaaaaa,605932128,2062489843158774130,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Brended,196361374,2118718361200113142,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-23 13:28:31+00:00
MarviCode,363294329,-550074667480385701,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
rick699,1255796198,-7939008409056103445,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
qdbpdqpb,248368950,2982481029787992518,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Ferrax12,189692416,883923324115683365,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 19:31:26+00:00
,745565747,-3842391238967759950,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-20 13:45:03+00:00
,10989960,-2561283375497503878,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
saiberj,862348026,-6327854793903916537,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 12:51:49+00:00
Intertz,504863877,9043055400066258430,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
idgaf_N,201610930,-7585839675076312848,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
SalNinja1994,1037544301,-6614109917160319441,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Peppe_Ariakas,524575020,2642693540857605763,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 13:19:05+00:00
enigmista,75642519,-7239088579827286434,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Amad3us1077,1100818525,3686872669620491506,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 02:51:19+00:00
,854913685,1746311564890688467,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
,1269374655,3371232414271266884,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Fedemarro,183435356,5197399639124364673,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
elemeit,1006267242,7909250692412017413,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-27 15:13:56+00:00
,850958944,-6841817101972979060,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
,475933510,6575169886301336097,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-31 05:56:31+00:00
mikorso67,639732156,7116021150114659958,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-27 22:12:52+00:00
killrun,42162961,-517526070820389095,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-30 19:42:18+00:00
Corriere11,195965286,-2823681323766244374,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusLastMonth
Jass323232,847753588,2670974237971520080,🇮🇹 Programmazione e 🤬 😀,1334105510,NoneType
tornadobit,470738793,7091422240375307892,🇮🇹 Programmazione e 🤬 😀,1334105510,UserStatusRecently
Salvo95x,920811288,-7753903627459523765,🇮🇹 Programmazione e 🤬 😀,1334105510,2024-07-28 16:09:41+00:00
